Soil_Type,Soil_Moisture_%,Shear_Strength_kPa,Bearing_Capacity_kPa,Excavation_Depth_m,Retaining_Wall_Type,Support_System,Deformation_mm,Rainfall_mm_day,Temperature_C,Groundwater_Level_m,Seismic_Activity,Ground_Settlement_mm,Wall_Displacement_mm,Pore_Water_Pressure_kPa,Strain_Gauge,Risk_Level
1.4125652485170197,0.6802813619926436,0.07312005984264973,1.1278092155347912,-0.6940209676403414,1.2440291124342355,0.012310081715209156,-1.47329283376305,-0.03233187394975664,-0.8916490390897557,0.5647270071743776,0.9841259761879441,0.6937653104510677,1.5021010372683947,0.6553142538612028,0.022486840783562487,2
-0.3937841741390156,0.12460510076320122,-0.06632743489564144,0.909965860023398,1.1095080826350456,1.2440291124342355,1.2433182532361238,-1.5199715160020322,-1.2400868505638114,0.11924949563165849,0.7600979192736138,-1.016130072974544,0.07162555344277131,0.941048214815175,-0.9515011500277172,-1.3328858822364238,2
-1.2969588854670333,-0.652235092092399,-1.6514185911233057,0.2494311056125378,1.7895086312113067,-1.16221675300916,-1.2186980898057054,-1.298603044311564,-0.8749517756985046,-0.8083272645030263,0.32025452038894564,-1.016130072974544,-0.11882937813435898,0.3382967737996683,-0.25170818897474595,-1.0106117255880132,2
1.4125652485170197,1.076755277603973,-0.5483976679902273,1.5723006889128153,-1.5903103438244512,1.2440291124342355,0.012310081715209156,0.3000131590109864,1.5559314584154884,1.6198703640392615,-0.4975504853584197,-1.016130072974544,-1.0121509297833717,-0.16134466320848087,-1.0453341027926824,-0.04740229588114499,1
1.4125652485170197,0.6342318321266006,-0.412277755884481,-1.0407097983305875,1.440516442567864,-1.16221675300916,0.012310081715209156,1.5083575224694832,1.3013078799902538,1.497608172877758,0.28764449403778003,0.9841259761879441,0.680855441052149,-0.49677326607821887,-1.6620149278042562,1.346108749385537,2
-0.3937841741390156,-1.1559502716068781,-0.34717707638925405,-1.3561440467705654,0.48048307856030953,-1.16221675300916,1.2433182532361238,0.008252155109291288,0.7790996131988298,0.2990032852208881,-0.551048057247769,-1.016130072974544,-1.1269309419922307,1.509748365605261,1.6353386055109846,0.24895071749814726,2
-1.2969588854670333,1.4097940113494052,0.2866275448467124,1.2192576758643483,1.7061488928250939,1.2440291124342355,0.012310081715209156,1.2103714279366886,-0.014617096514805817,-0.451612516069221,-1.4740575603219008,-1.016130072974544,0.1444258763413903,0.3410370018124627,-0.21040100703261808,0.6422637671907399,2
-1.2969588854670333,1.1067298895817632,0.12386914554367215,-0.2152946871239682,-0.07030677831987456,-1.16221675300916,0.012310081715209156,-0.1683382158637849,0.1182681088686164,-0.35716659856627736,1.772760151051279,0.9841259761879441,-0.9076735164407772,0.26009726673147204,1.6329121106808602,-0.5276793430189083,2
1.4125652485170197,1.5430776090592495,0.38355154956865833,1.1950732675483748,1.2658738696882872,0.04090617971253776,0.012310081715209156,0.7438257458666978,1.7050083661106734,-0.2486454103651171,-1.3193531649253962,0.9841259761879441,1.5588758127861322,-0.9187761654978822,-1.2093909440550334,0.26610047070834825,2
0.509390537189002,0.77476924828115,0.9321796975674879,1.3545755699598396,-1.4772035933439962,1.2440291124342355,0.012310081715209156,0.8246929319890567,1.6719632324969305,0.8672192968242964,-1.5152276349765723,0.9841259761879441,-1.6964560420130768,-1.5476622165624132,0.32328990979479144,-0.15757003549192047,2
