Soil_Moisture_%,Shear_Strength_kPa,Bearing_Capacity_kPa,Excavation_Depth_m,Deformation_mm,Rainfall_mm_day,Temperature_C,Groundwater_Level_m,Seismic_Activity,Ground_Settlement_mm,Wall_Displacement_mm,Pore_Water_Pressure_kPa,Strain_Gauge,Soil_Type_Clay,Soil_Type_Rock,Soil_Type_Sand,Soil_Type_Silt,Retaining_Wall_Type_Diaphragm Wall,Retaining_Wall_Type_Secant Pile,Retaining_Wall_Type_Sheet Pile,Support_System_Anchors,Support_System_Bracing,Support_System_None (Open Cut),Risk_Level
0.3307580433588467,-0.832894667931475,-0.451344137806969,1.175750527394685,1.4395635503560815,1.2018407411358005,-0.752925212255074,0.33496439317118776,-1.0330457214142557,-0.3027258442432119,-1.246425474285896,-0.9379093828041496,0.09907688922873499,True,False,False,False,False,True,False,False,True,False,2
0.48514602022169956,-1.1399724284431527,-1.178584322189932,-0.1580902060257245,1.5876085443683006,-0.2683268135001852,-1.4079898600528962,-1.7625601269492364,0.9680113660709854,-1.6597454606079476,-0.762899695964997,1.5338974651831094,-1.6594547140211233,False,False,True,False,True,False,False,False,False,True,2
-0.2429350772230705,-1.7054553238246806,-1.1569528517192214,0.32551826733206246,-0.11153165580744506,-0.32495948773548977,-0.05338056251459067,-1.6618208136421524,0.9680113660709854,1.4549570383488588,0.19382058176525538,0.47871761612942926,0.07905193933875204,True,False,False,False,True,False,False,True,False,False,2
0.6096645982040861,0.18327980037321018,-1.2058909270845095,0.8416147633796468,-0.31132107533182,-0.39988474496717324,-0.6439297159639835,1.0504692591007714,0.9680113660709854,0.5344176318908153,-0.4245860255692578,-0.12447259045824778,1.6106587482512662,False,False,False,True,True,False,False,False,False,True,2
0.04017229073123726,1.3382085178703795,0.22036360733329102,0.783373076020784,-0.8422435447687175,0.4580183328013195,-0.2324292474370589,0.9691250736751791,0.9680113660709854,1.307017712875079,0.4399293527882265,0.5958487032951848,0.36609664709113554,False,True,False,False,True,False,False,False,False,True,2
1.3732970869716028,0.8800010627659421,-0.48510155377413894,-1.1655121065060356,1.104190720139589,1.5973142886377036,-1.5968932654597254,1.269660060365531,-1.0330457214142557,0.048805932361060594,1.2544862694451735,-0.6958257225931764,-0.7441885511247822,False,False,False,True,False,True,False,False,False,True,2
-0.3225263971473613,0.8159736638824328,-0.6184147989038163,1.2194235678095469,0.2553043467726302,-1.0145527159986656,-0.9845331786466701,0.8106380330643087,-1.0330457214142557,-1.3340920353432293,-1.5488832974349411,0.8909177602568995,0.36086317433672194,True,False,False,False,False,True,False,False,True,False,2
-0.6212450057453077,-1.6593819670017018,0.253056490522632,1.7660044313557821,-1.2876663023731767,-0.9145069975812617,-0.8293628380897705,0.31445703710025014,-1.0330457214142557,-0.11324683923694437,0.3463435476047985,-0.2513434254286667,-1.0238509950829493,True,False,False,False,True,False,False,True,False,False,2
-0.03210813176096576,0.1639448575367988,0.9425086379849162,-0.7793806083640542,0.03369135944923228,-1.068074496622426,-0.9445659927645775,-1.5956797282402684,0.9680113660709854,-0.23759304899639969,-0.40306403485742465,0.07729191362329721,0.77720235327401,False,False,False,True,False,True,False,False,True,False,2
-0.7919450720932433,1.2296637134429884,-1.1752290757193629,0.14721418079983606,-0.3759231508828882,1.6162729341729825,0.10060055168606435,-1.1161280601336756,-1.0330457214142557,-1.6413636453921767,-1.1042934354479705,-1.6569304894951298,-0.7325217435309626,False,False,True,False,False,False,True,True,False,False,1
